text_clean_joined,date,sentiment_gemini
di surabaya juga rame ada orang mogok,2025-11-01,negatif
boleh pake canpuran etanol tapi negara maju,2025-11-01,negatif
pantes tangki bensin gua sering karat bulan akhir ini,2025-10-31,negatif
astagaaa isi pertamax oplos pertalite juga oplos trus suruh percaya gituuu,2025-11-03,negatif
doa tukang benkel di ijabah,2025-11-01,negatif
acau masa depan tenan iki kok ngene men yo yoooo,2025-11-03,negatif
haalahhh aq aja isi pertalite tgl okt an kli ga salahlgsung mrebett pcx ku isi rbbrebeetttt bettt trs nunggu abis sampe kedip isi pertamax turbo yaa sek ttp brebeettt beettt,2025-11-03,negatif
motor beat baru bln kalau jalan nyendatscopy sampek gak bisa nyala sisa motor yg masih aman gak brani ngisi ku biar nganggur garasi bensine habis,2025-11-03,negatif
pertamini zholim sekali kepada rakyat,2025-11-03,negatif
podo mbakk iki motor yo brebet bet bett,2025-11-06,negatif
pertamina susah rkyt,2025-11-03,negatif
motor beat juga kenaganti bussi juga akhir septemberoktober ganti busi lagi,2025-11-03,negatif
mbakk samaaa beatkuu mogok donggg pas jmput sekolahh padahal udh ganti pertamax,2025-11-03,negatif
ini semua agar mol laku,2025-11-03,negatif
yg ngeluh banyak honda matic keluar terbarusedangkan yg yamaha mo kluaran baru ato lama gak masalahjangan matic honda,2025-11-03,negatif
kok pertamina sing salahnekudune sing gawe bijak,2025-11-05,negatif
sini sat set back langsung semua,2025-11-01,netral
hehe,2025-11-01,netral
padahal akibat nya udah bisa di liat cara langsung lo kok masih nyngkal doa nya,2025-11-02,negatif
ini lah pom yg di surabaya itu toh seng tempate gak terlalu gede,2025-11-01,netral
kok gua pakai pertalite aman aman aja,2025-11-01,positif
ganti saja menterinyabiar gak kerja numpang keren saja,2025-11-01,negatif
kalau spbu yg bukan no spbu nya awal semua bbm di oplos ga murni pertalitepertamaxitu kabar yg real sy terima dari tmn yg kerja di priok,2025-11-01,negatif
kalau mau sidak jgn ke lapang tapi ke yang bikin atur orang mereka yang main,2025-11-01,negatif
pom bensin emang ada yg nakal ada juga yg bener kalau di botol itu dari tangki motor dimasukin ke botol aqua untuk bukti,2025-11-01,netral
semua pom bensin mesti di adakan periksa,2025-11-01,negatif
suruh beli motor mobil listrik,2025-10-31,netral
henti bohong public uda cukup rakyat makan hati dari perintah dan oknumuntuk kendara waktu mreka habis dan mogokdan untuk grab gojek mreka kreta mogok brp banyak order di cancel dan di maki org,2025-11-01,negatif
motor saya jugo blakangan ini brebet njirrr,2025-11-01,negatif
tolong diresufle pak presiden,2025-11-01,negatif
itu ulah bahlil,2025-11-01,negatif
udhlhgk usah lgi kasihan kendara org rusak mesin yg lain aja ya ciiii i lov u,2025-11-01,negatif
sepeda saya juga brebet,2025-11-01,negatif
minyak pertalit nyata di oplos etanol minyak tamak ter isi pertalit iya sudah kembali saja minyak bensin seperti dulu dan adakan solar bukan biosolar mana hargasudah mahal kkn,2025-11-01,negatif
itu kenapa kita larang beli bbm di spbu gak boleh pakai jerigen atau wadah lain selain langsung ke tank kendara motor,2025-11-01,netral
yaallah zalim banget,2025-11-01,negatif
motor ku juga,2025-10-31,negatif
ket grng heboh pertalite brebet wes gatau tuku pertalite ancen tk rasakno nek pdhku gae pertalite gas e uwabot eh lakok saiki heboh garai brebet,2025-11-04,negatif
mba coba pas isi bensin di videoin di kaltim bisa ajuin dana buat baik motor,2025-11-05,positif
podo mbk sepadae mbk ku yo kenek njir,2025-11-05,negatif
wali kota malang bisa gak sih seperti cak ji,2025-11-01,negatif
apakah iniii yang bikin motor gw kedutt kedut kalo di bawa jalan,2025-11-01,negatif
akibat termul masih jabat dirut pertamina hancur sudahhh,2025-11-01,negatif
rindu shell,2025-11-01,negatif
liat cctv kalau bapa itu isi bengsin di situ kan ada cctv,2025-10-31,netral
hello,2025-11-01,netral
bzirr bener banget kemaren abis ganti busi motor ga nyala org bengkel malah bilang fuel pump masa sampe sjuta servis,2025-11-01,negatif
bang tahun depan usaha jasa bengkel kyaknya bakal d pajekin nih karna skrg udah d bantu sm bumn,2025-11-01,netral
untung minggu ini blm ngisi baru isi suami kmren langsung ke indomobil,2025-11-01,positif
bahlil maksa kita bli pertamax,2025-10-31,negatif
ih motor gw jg gituu jdi krna bensinny tohh,2025-10-31,negatif
kalian ingat rizky riplay jadi nya mirip kayak kasus pertamina dlu,2025-11-05,negatif
goblin ajh,2025-10-31,negatif
dh saatny stop pke pertamina,2025-10-31,negatif
kemarin kasus pertamax sekarang pertalite negeri apa ini,2025-10-31,negatif
ingat kata gus iqdam bahwa bahlil itu seperti nabi makanya jangan di ragu mulia,2025-11-01,positif
bahlil sama jokowi cerdas si sengaja bikin etanol biar motor pada rusak terus biar pada naik whoosh nya jokowi,2025-10-31,negatif
motor gw juga bangsattt scoopy kata sensor injektor nya kena air blok nya di buka gosong pdhal motor ga pernah telat ganti oli bensin selalu full,2025-11-03,negatif
baru bgt tadi,2025-11-01,netral
guys ini percuma isi bensin sama si merah yg ada malah rusak kecuali isi bensin di swasta,2025-11-01,negatif
kan udah paling enak beli bensin botol,2025-11-08,positif
buset bang gua sekali jalan motor bisa mati kali,2025-11-01,negatif
indonesia jelang ada aja gebrak,2025-10-31,negatif
bapak ku jg begini kata campur sama air,2025-11-05,negatif
pantesan,2025-11-01,netral
ngene ki misal lak jadi bahan bakar e pesawat campur etanol trus pesawat e macet ndk duwur sp sing tanggung jawab,2025-11-03,negatif
semua gegara si kuah rawon mbaaaaak,2025-11-04,negatif
gantio turbo saiki elek pertalite tamax,2025-11-03,negatif
tenang mbak pertamina blm puas kalau rakyat kecil blm jadi bahan coba jan giatel tel tel,2025-11-07,negatif
sepeda motor mati mati an telah isi bensin,2025-11-04,negatif
berkah buat bengkel,2025-11-01,positif
untung belum beli,2025-10-31,positif
ya allah kenapaaa indonesia macam niee selalu di jatuh oleh orang atas,2025-11-01,negatif
tapi kalau mobil gimana,2025-11-01,netral
di samarinda sblm lebaran smpi hbs lebaran kaya gin pertalite pertamax sama brebetngeluh ke jabat dan kalian tau kata gubernur kaltim yg bilang motor jarang di servis padahal yg kena jg ad motor baru keluar dealer,2025-11-01,negatif
waduh bikin rusak motor,2025-11-08,negatif
aku yg paket pertamax aja masih brebet bang anjiir,2025-11-06,negatif
mtr ku dah cape bolak balik bengkel smpe nang dorong di benerin terus harga benerin ya pulpam smpe habis dah kali masuk bengkel bensin pul tapi ko ngeberebet,2025-11-05,negatif
motor q mogok terus mrebet,2025-11-08,negatif
huemm negara macam apa ini,2025-11-05,negatif
motor ku brebet njir,2025-11-06,negatif
tangkap,2025-11-08,negatif
telah ethanol edar dan motor punya temen guna pertalite pada brebet di situ saya gak mau lagi pake pertalite malah enak pke pertamax,2025-11-07,negatif
ayo cak ji bantu kami para rakyat untuk komplain ada sampur etanol pada bbm pertamina,2025-11-08,negatif
november bernya apaa,2025-11-06,netral
pantes beli bensin pake drigen g maubiar g liat ada campuranya,2025-11-05,negatif
kota malang sepeda motor banyak yang brebet woii,2025-11-05,negatif
sepeda ku rusak gara bensin,2025-11-05,negatif
upload cctv dari atas nya,2025-11-07,netral
gua kalo beli ecer botol,2025-11-06,netral
motor dadi draculaaa,2025-11-05,negatif
pokok bensin jorok,2025-11-06,negatif
jahat banget,2025-11-05,negatif
biar apa di capur air,2025-11-05,negatif
semenjak isi di vivo pas msh ada aman aja tp skrg vivoshell bnyk kosong mau gk mau ke pertamina malah motor brebet parah udh gtu ngebul bau bensin jdi mtr taro di rmh aja gk kepake sama sekali jdi mls ngisi di pom pertamina dgn kasus ini akhir naik tj aja yg aman ojol walaupun bayar brp pun dri pda bnerin mtr,2025-11-05,negatif
itu buat koruptor geng solo,2025-11-05,negatif
motor jadul ku tak kasih pertamax terus,2025-11-07,positif
motor saya brebet,2025-11-05,negatif
cari bahlilrakyat sll jd korban,2025-11-07,negatif
ngamau ngaku alas tiap hari test on sport aja jika bukti km mau apa,2025-11-06,negatif
omengi bareng kaka,2025-11-04,netral
pertamax podo ae tambah boros pollll,2025-11-06,negatif
tag akun bahlil,2025-11-04,netral
truss d isi opooo looo reekpertalite bosok pertamax yo bosok sisanpiye loooh,2025-11-06,negatif
cuman tanya knp masih di isi pertalite kan ada pertamax dan pertamax turbo kecuali montornya itu masih karbusaya masih pelihara montor karbu cuman vga zr taon aman aja pakai pertalite lhaaa paham gak apa beda montor karburator sama injeksi,2025-11-06,netral
udah korban dan mogok itu pas bar tinggal alias mau habis krn gw rasa itu sisa ampas nya yg bikin motor makin rusak dan gak nyedot istilah bensin bar itu udah gak bisa guna,2025-11-04,negatif
kesel bensin ku tak isi pop ice,2025-11-06,negatif
bahlil posisi,2025-11-06,netral
pertamax aman ja kah,2025-11-08,netral
spdaku jugak brebet abis ngisi bensin,2025-11-06,negatif
bahlil sedang etik,2025-11-06,negatif
motor gk mau jalan,2025-11-07,negatif
saya gnt pertamax krn ngeri mau pertalite takut turun mesin,2025-11-06,negatif
motor brebet isi pertamax,2025-11-07,negatif
kalo udah anak bangsa sudah pandai buat bensin sendiri mbk yo di dukung ntuk kembang,2025-11-06,positif
lil bahlil,2025-11-06,netral
pntesan motor lngsung gak enak klau di gass,2025-11-07,negatif
udh smpe kalsel,2025-11-07,netral
from now on dont trust pertamina anymore,2025-11-08,negatif
sepeda ku ya pernah begitu berebbet bunyi,2025-11-06,negatif
ga ada yang ucupin hbd ni,2025-11-06,negatif
bahlil sruh liat,2025-11-06,netral
lima hari lalu dah motor juga habis isi petralait di jln arjuno juga brebet ahirnya di bawa kebingkil juga,2025-11-06,negatif
itu air atau ethanol ethanol harus campur itu air kyknya,2025-11-07,netral
rugi semua rakyat,2025-11-06,negatif
komisi lindung customer ko diam aja ini,2025-11-07,negatif
sidak ke kalimantan pak byk kendara yg mogok telah isi dipom,2025-11-06,negatif
banyak pom bensin curang memang harus d sidak semua pom d indonesia,2025-11-06,negatif
kalao kemarin udah tak percaya bang,2025-11-06,negatif
motor ku brebet pakkk,2025-11-07,negatif
motor laki gw brebes bocor dari knalpot akibat bakar tidak stabil ya ampun padahal blm lama kluar dari dealer,2025-11-06,negatif
mtor pcx gw kilometer bru rbu udh mulai rebet anjirr lahhhhhhh opo krna bensin pertamax w trpaksa isi pertamax gara shell vivo kgk adaa,2025-11-07,negatif
motor juga brebet parah sampk masuk bengkel kali alhmdllh ganti bensin sekarang sdh normal kembali,2025-11-07,positif
sue pindah pertamax nek gk ngunu turbo ra percoyo pertalite,2025-11-08,negatif
alhamdulillah pertamax turbo aman,2025-11-09,positif
cok wong goblok,2025-11-08,negatif
bahlil garanya,2025-11-05,negatif
bahlil di gantung saja tri goblok,2025-11-05,negatif
semua karena laku anak anjing,2025-11-04,negatif
kenapa ya perintah tuh dzalim banget ke rakyat nyabener dari segala sisi di main allah kalo sini saya bagai rakyat gabisa apa izinin saya buat nuntut mereka nanti di akhirat,2025-11-04,negatif
kacau kacau jawa,2025-11-03,negatif
bahlil anj motor gua brebet ngtd,2025-11-03,negatif
ini g ada yg mau nge dor kah greget bnget ama si goblin,2025-11-03,negatif
bahlul anj,2025-11-03,negatif
mungkin bersih nama pertamax karna dulu pertamax oplos agar merek pertamax bnyk yg beli lgi wkwk,2025-11-03,negatif
sama bang motor saya juga pake ngojol rebet kaya kaga ada tenaga nyh saya paksa in aja terus di gas soalnyh lagi ngojol,2025-11-02,negatif
untung ga jadi bbm gratis,2025-11-02,positif
pake pertamax ada campur juga nggak sih motor gw masih baru tapi dah ngerasa dampak karena sering isi pertalite,2025-11-02,negatif
wkwkw oplos pertama pas di smd bulan juni kemarinbensinnya di campur jdinya brebet semua di smd sampe mobil jgad yang ampe tangki karat,2025-11-02,negatif
kalo masih ada yg betah di indogila sihgua udh muak bgt,2025-11-02,negatif
bahlil asw,2025-11-02,negatif
gess nanti gk usah milih kader dari partai golkar,2025-11-02,negatif
pertamax sama aja tiba tahun ini tangki motor karat,2025-11-02,negatif
heran kok pertalite botol di warung madura gak liat campur ya apa warung madura lebih baik pertalite nya,2025-11-02,netral
untung aja motor gw gak kena pas habis kemaren gw milih ngisi ecer di tetangga gw dan dia udh kulak minggu yg lalu jdi aman,2025-11-02,positif
akhem,2025-11-02,netral
pipis bahlil itu,2025-11-02,negatif
semua nya gara orang ini,2025-11-02,negatif
apa laku laku main an jing an jing itu gak rela dunia akhirat,2025-11-02,negatif
bahlil kasih ethanol pertamina jadi kambing hitam masa kasih solusi komplain ke spbu kenapa pertamina ga gugat bahlil atas bijak ethanol mana itu kadar untuk api tinggi motor sportmoge,2025-11-01,negatif
salamin gua ama bahlil dong bang,2025-11-01,netral
gua baru ngalamin di padang rembet karna isi pertalitee,2025-11-06,negatif
lha kyknya masalah semua org sama hbs isi bahan bakar d pertamina lgsg mbrebet,2025-11-05,negatif
motor scoopy gak ku pake minggu belum gak kenapa terus aku pake aku isi pertalite abis isi besok lgsg brebet sampek malu,2025-11-03,negatif
sangu busi sing akeh jare gur perkoro busi pertamina pancen kok bosok,2025-11-08,negatif
tuku o bp guys uda normal stok e,2025-11-03,positif
peda rusak gak kaget nek seng nggowo wedok,2025-11-03,negatif
yg ada pertalite dan pertamax turbo,2025-11-03,netral
motor ku supra x dr dulu aman wae pake pertalite tgl okt aku isi full dgn pertalite tp di tgl motor lgsg brebet brebet dangdut motor nyendat di lampu merah ato di palang ka mesti mogok haduuuhhhhh iki jane maksute opo tooooo cb perintah lekas di tangan mslah ini biar kaum dang mending sprti aku ini bisa motor ria tanpa ada ganggu brebet motor walaupun motor tua susaaahhhhh monggo bpk prabowo yg hormat mslah ini cpt di atas kami org susah punya motor cm satu lha koq gin jadi,2025-11-03,negatif
bisa pasti mbakk varionya isi pertamax teruss gapernah isi pertalite belum motor varioku isi pertamax terus aman deh mbak hayo jgn adi ngadii motor rumah aman aja tuh tpi alam tmn sy hbis beli pertamax trus brebet tpiii belum dia isi pertalite kn yg ada kandung etanol pertalit kakak,2025-11-06,negatif
pake cair aditif ikat air aja kakd campur telah isi bensinbiar gak brebet,2025-11-03,netral
bahlil k nya apa,2025-11-06,netral
saya mohon bapak spbu yang di pontianak kalimantan barat juga periksa soal banyak motor yang rusak saya juga alam karena bensin campur dengan air bensin terlalu banyak kandung air,2025-11-07,negatif
pantas bebeapa hari ini motor aku rasa agak lain di pake jalan,2025-11-06,negatif
bila mauk maju indonesia semua jadi samsing,2025-11-06,negatif
yang punya bengkel full senyum,2025-11-07,negatif
udah salah gk ngaku,2025-11-07,negatif
kemaren pas beli tanya ke pegawai pomnya pertalitenya masih kayak yang viral t mbak mbak jawab kata ndak tau saya cuma jual aja,2025-11-06,negatif
klu rakyat jelata langsung di tangkap klu yg kurang ajar jabat pura tdk lihat macam apa ini,2025-11-07,negatif
aku juga ngrasain brebet,2025-11-07,negatif
maknya skrng motor bnyak rusak,2025-11-06,negatif
haduhhh konoha konoha gmn mau majuu,2025-11-07,negatif
motor jadi boros padahal sbelumnya engga,2025-11-05,negatif
cek cctv dan klo mau komplin jngan nunggu jam dulu boss,2025-11-05,netral
motor saya mati total pak,2025-11-07,negatif
saya,2025-11-05,netral
rumah bahlil waspada hati kalau rakyat jadi seperti ini,2025-11-06,negatif
nih,2025-11-05,netral
benar semua teman alami sprti itu semua pom se akan begitu cmn tk mumkin ngaku orang begitu man kpds rakyat kecil,2025-11-06,negatif
pihak pertamina tdk akan aku curi ngaku penuh penjara,2025-11-02,negatif
motor saya juga brebet telah isi bensin di pom kadang mesin mati sendiri,2025-11-07,negatif
sidak di spbu trawas pak saya beli pertamax motor brebett masuk bengkel habis anjiir,2025-11-06,negatif
hancur,2025-11-06,negatif
aku beat street juga mba pake pertamax turbo pertamax green kalo ga gitu ya ngisi di shel aman,2025-11-06,positif
semua ulah para direktur,2025-11-04,negatif
teman teman nak tanya ini yang montornya yamaha brebet juga atau aman soal montorku vario kemarin brebet parah gara aku isi pertamax dan montor kakak nmax kata aman,2025-11-06,negatif
ngene iki rakyat seng kenek imbas e sepeda mogok pas wayae mapak sekolah mogok pas budal kerjo opo gak telat mogok pas gk due duek mogok pas budal sekolah,2025-11-06,negatif
mba kaya aku kemarin mau ke kampus malah mati di jalan gak bisa jalan,2025-11-05,negatif
minggu pagi ada motor itu masih nyala tp suara mesin itu kyk berat ndret gtulah sblmnya isi pertalite msih ada bar belum kedip lngsung ngisi pertamax soale takut habis di jalan krn mau jalan jauh pagi itu slm di jln ssekali pas narik gas itu nggk laju pas di lpas tiba ngegas sndiri medeni poll nah sore aku pulang udh mau dket rumah tp masih di jalan raya pas tikung biasa kan agak ngurangin gas ya lah tiba matiiaku nyalain mati laginyalain buat jln mtr mtr mati pdhl pagi ngisi full tank pertamax pulang cuma kurang bar tp kyk gk ada tenaga tuh motor alhasil dorong ke bengkel kta kang bngkelnya pompa bensin ngga bisa naik ke gas jd ngganti busi pompa habis an trus kemarin coba di kuras bensin tp liat nggk ada campur yg putih kyk di video itu ya harus di diemin brpa lama bensin di botol itu info dongg,2025-11-04,negatif
misal kitaaa yg tiap hari brangkat kerja jarak tempuh lumayan jauhh tb mati kek gin gak bom gajiann jugaaa gmnaaa cara byar motor ke bengkell coba bayanginnnnn pemerintahhh tuh gak mikir apaaa dari sini ajaaa udaaa kek jahatt bgt kaliaannnn itu sm kita pdhal bensin kitaa yaa beli gak dikasihhhh,2025-11-05,negatif
iyo jasik dah yo ndredet goro bensin,2025-11-04,negatif
varione ojo ploi,2025-11-04,negatif
pantesan sepeda brebet,2025-11-07,negatif
pantes motor gua tiba tiba brebet padahal motor sehat awat,2025-11-07,negatif
enak beli ecer lihat klu campur,2025-11-07,positif
pantes tiba ngeden di gas terus tiba ngancleng gtu,2025-11-07,negatif
orak di campor uyoh e bahlil ssn,2025-11-07,negatif
jember jawa timur berebbett,2025-11-07,negatif
sma kk aq dari madura pamekasan brebetnya minta ampun,2025-11-07,negatif
motor jg brebet,2025-11-07,negatif
apa orang atas klau gk koropsi gak makan ta,2025-11-07,negatif
tangkp pertamina,2025-11-07,negatif
motor yo korban petramak brebet mbrebet terus sopo sg tangung jawab,2025-11-07,negatif
ekspresi bahlil,2025-11-07,netral
parah banget ya pertamina kok bisa bisa nya di campur kek gin,2025-11-07,negatif
motor saya juga brebet akhir macet cet,2025-11-07,negatif
pak tadi pagi motor mogok kali,2025-11-07,negatif
motor sy juga brebet,2025-11-07,negatif
daerah kami tiba banyak sinjal jiga kndraan kami ada apa ya ini,2025-11-07,negatif
bahenol,2025-11-07,netral
nyata sy alami mtr lsg g bisa jln akhir msk bengkeltrnyata dbgkel byk org korban sm jg kyak yg alam,2025-11-07,negatif
bumn kalo ga rugi ya kualitas begitu kirakira,2025-11-07,negatif
salin dari luar negeri,2025-11-07,netral
sama ama kakak ku ngisi bensin ada air nya,2025-11-07,negatif
itu betul bukan rekayasa di daerah kami kalimantan selatan banjar masin jua kaya gitu motor mogok jd nya,2025-11-07,negatif
di tanjung pinang masih aman nih pertalite,2025-11-01,positif
emang dancookk iblis pertamina,2025-11-01,negatif
udah banyak korban masih aja elak cari solusi entah etanol rangin kek apa kek,2025-11-01,negatif
paling bentar lagi tanggap perintah kalo ga kaget ya ngeluarin statement bodo kek itu karna motor blm biasa nanti juga sesuai padahal yg ngomong cuma lulus sma ga ada basic mekanik,2025-11-02,negatif
apakah ini salah satu upaya pak bah buka juta lowong kerja demi mewujutkan visi misi juta loker rujuk dampak dr itu buat bengkel dadak buka banyak loker se indo,2025-11-01,netral
gw paham sih bang tiap akhir konten kan elu selalu ngasih kata netizen yg wakil asa bg tapi bisa kali usernamenya di sensor takut doi diapain sama tikus sono,2025-11-01,negatif
ini beneran saya juga kena ga hoaks,2025-11-01,negatif
masuk surga jalur di dzolimi jabat,2025-11-01,negatif
ku ketik bahlil dan azab komenku hilang bjir,2025-11-03,negatif
ngunnu pertimini seh ngejel standar bbm nya sesuai,2025-11-03,netral
kaluan sdh th pelakux nyata menteri bahlil yg punya ide ndk brani kalian usut,2025-11-05,negatif
pengaruh bensin ke busi apa ya aku serius nanya ini,2025-11-03,netral
baklilll baklilll,2025-11-03,negatif
pertamax full dipake hari mblayu letoy gas e ilang di isi bp full tank serasa minum vitamin jamu bp mantab shell super tunggu full tank pertamina jual es juice es legen ben gak ono sing brebet jabat sing gaji digit,2025-11-03,negatif
waduh kok nemen ngene,2025-11-03,negatif
saat nya kita satu,2025-11-04,positif
yg motor alami rusa akibat bensin segera urus data lengkap mulai dr rtrw dst,2025-11-03,negatif
kata guru guwa itu sengaja biar semua masyrakat ganti ke kendara listrik,2025-10-31,negatif
yaudah isi solar aja kalau sikit sikit di oplos,2025-10-31,negatif
pertamina selalu denial anjir bukan sadar baik kualitas,2025-11-07,negatif
di jawa aja ya untung di kota jakarta alhamdulillah enggak,2025-11-07,positif
baekot aja sdh,2025-11-07,negatif
sepeda saya juga brebet dan ahinya macet,2025-11-05,negatif
ngeles ae pertamina,2025-11-05,negatif
sepedaqu juga berebbet isi pertalet,2025-11-06,negatif
copot pak bahlil pak prabowo,2025-11-06,negatif
bahlil bahlil wes wes,2025-11-05,negatif
memang fakta banyak yang campur,2025-11-09,negatif
malang dan singosari wis gak aman lurrr,2025-11-07,negatif
kemarin saya hampir tabrak mobil karena motor saya mati mesin karena rebet,2025-11-07,negatif
plisslah bujangmotorku udah brebet anj,2025-11-07,negatif
iya pak kemaren saya juga nak korban pertalite motor brebet trus mogok pas d servis harus di buang smua isi pertalet ya trus busi mati,2025-11-07,negatif
kamis pagi sepeda masih enak banget kamis sore isi bensin full pertamax jumat pagi brebet tolong,2025-11-07,negatif
demi allah gua juga,2025-10-31,negatif
kalo kata termul rakyat jawa gibran dan solo mah perintah lagi cari solusi yg lebih baik sabarin ajah,2025-10-31,netral
dasar tri bahlul,2025-11-06,negatif
pantas,2025-11-06,negatif
turbo kosong turbo,2025-11-08,netral
rakyat di rugi,2025-11-07,negatif
pake tamak mba,2025-11-05,negatif
hari jumat punya ponakan kena hari sabtu punya tetangga hari minggu punya kakak yg lagi aku pinjam kok bisa motor brevet massal,2025-11-05,negatif
kata pertamina itu salah busi bukan bensin nya,2025-11-05,netral
awan ganti olibengine tuku bengsin full wes an terus langsung nak pacet pas balek sis wes bleret ganti uli yo mari bensin yo full eh adakno di oplos banyu,2025-11-05,negatif
bensin jelek spy pindah ke listrik,2025-11-05,negatif
penak tuku shell,2025-11-04,positif
kok mirip yg jadi di kaltim bbrapa bulan lalu,2025-11-04,negatif
bukan brebet tapi brebet bang,2025-10-31,negatif
eleh habis ini jga ada statement ya rakyat beli pertamax aja kalo mau motor awet,2025-10-31,negatif
mntang d ksih murah ko tega yg ngoplos ya ya allah konoha gk abis orang yg koropsi,2025-11-01,negatif
oh itu masalah di bensin ku kira motor kenapa haduh gimana ini,2025-11-01,negatif
ini boleh ke spbu bawa botol aja ga sih biar gue sendiri yg masukin tuh bensin ke tangki motor gue takut banget campur air masuk ke motor gue kasih harga sama jg gapapa deh,2025-11-01,negatif
hy co apa iyayah,2025-11-04,netral
hmzzz,2025-11-05,netral
ramadhan,2025-10-31,netral
lahadalia indonesia,2025-11-01,netral
tolong paakkkk,2025-11-01,negatif
tolong jgn buat masyarakat tambah susah,2025-11-03,negatif
tag bahlil smpai liat lahadalia,2025-11-01,negatif
e tolong dengar ya admin gerinda,2025-11-01,negatif
wiss ra normal,2025-11-01,negatif
iya lg motor aku kek gin,2025-11-01,negatif
yg pakai tamak bilek,2025-10-31,negatif
bukan ribu motor lagi bg tapi juta motor yang brebet,2025-11-05,negatif
bau pertalite nya aja uda beda kyk bau busuk,2025-11-05,negatif
samaaa motor baru bulan keluar tahun ini rusak gara pertalite ini wes diperbaikin semua ganti busi busi persis kyk gitu,2025-11-04,negatif
pertamina udh monopoli aja nanti akhir tahun buku bilang rugi,2025-11-04,negatif
anjr vario ku juga brebet ka uda x bawa ke bengkel sama aja kata karena pertalite padahal uda isi pertamax,2025-11-04,negatif
pertamina sekarang kejam ya ga respek kah sm rakyat kecilkita udah antri tak karuan loh untk beli bensin bayar cash lagi gak utangkok tega ya pertamina dan perintah kayak jaman ini kita loh mau kerja,2025-11-04,negatif
bahlill,2025-11-03,negatif
class action,2025-11-03,negatif
motor juga cedut cedut bengkel gak ada bisa ngatasi kecuali pertalite nya di murni,2025-11-03,negatif
usaha pertamin ini jangan terlalu ngerasa high value deh padahal produk minyak juga jelek masyarakat make pertamina karena usaha itu monopoli market ga lebih dari itu klo ada usaha bbm lain udah pasti masyarakat pke itu biar motor awet,2025-11-03,negatif
lama pertamina the only one sedia bahan bakar di indonesia gak akan dia evaluasi bjir,2025-11-03,negatif
dosa sak terdzolimi tanggung pertamina di akhirat,2025-11-03,negatif
dr bahasa ini daerah jatim kyanya ada yg sabotase di daerah situ soal di daerah sini aman aja gua pake full pertalite jga motor biasa aja sih,2025-11-01,netral
tuhh liat jelek bahan bakar motor saat kamu beli kuda,2025-11-01,negatif
knap lah bengsin skrang begitu,2025-10-31,negatif
lahadalia,2025-10-31,netral
woy bahlull mana si bahlul lahadalia,2025-10-31,negatif
lahadalia ayo yoopo perintah korban e ws uakeh ndang tangan ojo ngomong tok ae sg gede,2025-11-06,negatif
iki yang pertamax yo masalah pis,2025-11-03,negatif
rakabuming ri solidaritas indonesia gimana ini bapak ug hormat ini fakta di lapang pak,2025-11-02,negatif
motor ku vario juga begini karna sudah diberitahu sama akun yg nama bengkel rakyat jadi ketika motor mau pakai harus di nyala sekitar mnt karena ethanol kerja ketika suhu atas beberapa derajatgw lupa ntah berapa derajat yg diberitahu oleh akun nama rakyatpekanbaru,2025-11-02,netral
ganti rugi loo,2025-11-01,negatif
punya lubang tangki bensin tuh karat gitu padahal motor barumakin ngga beres pertamina minta tolong laporin ke bapak min,2025-11-01,negatif
pak itu pada komplain kembali sheeell si kuning lahadalia,2025-11-01,negatif
bahlil anj,2025-10-31,negatif
supra ora resiko,2025-11-03,positif
ganti bensin truk main,2025-11-03,netral
mobil gue jg kayak bunyi ketek ketek gitu kayak geter gitu paham ga sih pdhl matic klo isi pertamax ga pernah kek gitu bunyi mesinnyakira karna pertalite bukan sihh krn udh bawa ke tempat service ya baik ajacuma saran ganti ke pertamax,2025-11-01,negatif
lama lama pertamina bisa jual air,2025-11-06,negatif
ya allah pak gue cuma punya motor mio jadul itu pun satu nya dan skrng rusakawalnya brebet tp lama gas ngempos dan skrng jalan gak bisakita cuma rakyat biasa pakklo tidak bisa bantu tidak jangan nambahin beban kita,2025-11-07,negatif
motor teman sampek diserviss lho gara pertalite ini,2025-11-01,negatif
betul motor saya hari sinjal dan akhir mogok,2025-11-06,negatif
apakah ini demi bonus akhir taun karyawan pertamina makanya campur campur biar untung gede,2025-10-31,negatif
mulai sekarang kalau isi bensin di pom usaha selalu minta bon beli jadi ketika ada masalah kait produk pertamina kita bisa aju klaim,2025-10-31,netral
podo mbak poleh ta isi pertamax turbo iki beat wes brebet,2025-10-31,negatif
pertamincuk banyak koruptol,2025-11-03,negatif
pak presiden bahlil wajib di pecat wajib ber tanggung jawab pak prabowo,2025-11-03,negatif
gusti mboten sare pihak yg terus terus susah rakyat akan terima ganjar pada waktu,2025-11-03,negatif
demo ae kantor pertamina,2025-11-07,negatif
obong en ae pom e ben ramee,2025-11-04,negatif
nyata pertamina konttoooool,2025-11-07,negatif
isi en solar mbak,2025-11-04,netral
solusi naikin kompresi pakai bensol opo maneh nek lagi mumet loss,2025-11-04,negatif
tuku solar ae kak,2025-11-05,netral
isi pertalite pertamax podo bosok e haduh kok yo ketar tir aku gae pertamax iki,2025-11-05,negatif
