text_clean_joined,sentiment_gemini
sampe sepeda bingung kate isi bensin opo pdahal wes kentek an bensin mosok yo kudu peda ontelan,negatif
pertamax pertalite e,netral
deloken m o to mu c o jaluk ta sleding ta asuy,negatif
woiii podo mbak mang awan sektas ng bengkel ganti busi pis,negatif
darjo kota shell tutup ganti pertamina nyebelin ya tidak ngasih rakyat opsi tidak beli pertamina,negatif
honda ampas kasih bensin ampas yo brodol ges,negatif
wes like moga pertamina moco,negatif
scoopy ku anyar yaa gitu mba abis isi bensin pertalite sm adekku langsung nyandet jalan,negatif
lahadalia bnyk tutup mata kah,negatif
klaimnooo mbakee,negatif
pake pertamax aman aja,positif
sampean hak tuntut kualitas bbm sampean beli serta bukti laku tuntut wenang,negatif
banyak honda kena,negatif
ngoro jombang,netral
laksana laksana,netral
bengkel berterimakasih banyak motor rusak akibat isi bensin pertalite dapat rezeki tambah,negatif
rumah bahlil sidak tidak,netral
bner byk mtor brebet skrg,negatif
mending swasta,negatif
politik lgi ceritax,negatif
tidak campur kn kyk mi air,negatif
gara spda sy mati bensin pertalite campur,negatif
tul sy abis beli tamak sepeda mogok jl,negatif
vt spbu sajadan saksi isi bensin saksi operator spbukalau saksi aparat polisi tidak timbul resah masyarakat,netral
shell aj kek bahaya c ojol pd brebet,negatif
daerah jawa timur jember campur motor rusak,negatif
kiro motor e bahlil enek etanol e opo ora yo,netral
gitu doang ngeluh,negatif
pa danil,netral
vario ku sesak napas rebet rebet,negatif
medan kereta brebet benerin nak jtaan,negatif
emang bbr endap simpan,negatif
kena kamera pertamina,netral
motor ngadat mesin mulus,negatif
motor beat isi solar,netral
presiden mlempem,negatif
pom doang says bandung aman distribusi bbm aja,negatif
bahlil stnk basah itumah bukan bensinya,netral
si bahlill uchiha itachi kali,netral
samaaa kblangan motor tbtb mati mulu kek lemah bat lemaahhh,negatif
pantes motor bgtu anj si bahlul,negatif
bukan hoax nyata fakta motor brebet gimana bijak perintah,negatif
suaramesin kasar,negatif
bahlull,negatif
beli ecer ajaakan liat air,negatif
ngak ngak sepehku habis ribu bawa bekel,negatif
eman iya efek kendara banting valve,negatif
bahlil bahlul motor brebet,negatif
jangan diposting langsung proses aj,netral
selagi koruptor tidak hukum mati tetep rusuh penuh sampah negara,negatif
ben opo oplos banyu barang,negatif
korban malem isi pertalite pagi brebet,negatif
ancur negara,negatif
penjara gregget banget sm ngecampur,negatif
ngeyeeeel tutup wae spbunya,negatif
tolong perintah cepat selesai kasi masyarakat susah nyari uang,negatif
pertamax bet,positif
bahlil titip jokowi perintah prabowo cheosprabowo bahlil bego cuman tidak berdayatuk campak,negatif
akhr x kndraan kena rebet jg,negatif
nahh gt itusaya batas bengkel x lapor spbu spbunya aja sanggah kl bilang mesin masalah masak iya bareng jamaah gin hadehhh spbu bilang sidak aman loo bukti ancur asli,negatif
gara pertalite motor ku brebet,negatif
pertalite masalah kemarin pertamax rakyat mati hidup mala diginiin,negatif
bacut eeeeee sampe pertalite ae dioploss,negatif
lucuyg disalahin pertamina laku oploshukum indonesia emang berat belah,negatif
assalamualaikum pprabowo mohon copot aja p bahil kasi rakyat beli sepeda motor mahal ujung ujung rusak gara gara etanol,negatif
sidak smpai mna kebijkan tri pake etanolknpa mesti slah pom nyalogikaaaa,negatif
wes epok kabehh,negatif
bilang aja air,negatif
motor pake pertalet greget pake pertamax,positif
orak campor uyoh e balil ssn,negatif
moga masuk surga jalur wni,positif
gara bahlul,negatif
andai ambrozi imam samudra hidup,netral
uchiha bahlil,negatif
mang berani cape denger berita oplos mulu,negatif
dzolim aja jabat,negatif
bangga banggain pertalite dimanaa otakkk kauu emang iya bener murah tidak sehat kocak alih ron atas jangan kocak sadar napagini gimana indonesia maju perintah tukang boong masyarakat kocak sadar otak sendri,negatif
salah ya bhlul,negatif
hasil bijak si bahlul,negatif
adil bahlil mafia migas gank solo,negatif
rakabuming indonesia ri jagung suruh cek indikasi korupsi,negatif
presidene turu,negatif
hoax tidak ampun parah,negatif
banget kena pertalit untung pertamax wowkwowo kemaren liat ig madura jirr pertamax airr kenaa,negatif
beli ecer aja,netral
salah si bahlil,negatif
gara busi,netral
serakah yatanpa curang oplos untung bnyak krena tidak supsidi aja dasar manusia serakah,negatif
pertamina anj mtr gua brebet gua ngira mesin kenap smpe x service permasalahnbya bensin anj,negatif
untung jepara aman,positif
ngisi bensin pertalite jam malemnya jam mlm mati motor masak iyah korban,negatif
madura,netral
baik selang isi spbu tuh kasih selang transparan transparansi warga,positif
usut bahlul tidak gara gara bahlul,negatif
pertamina kacau,negatif
bohong bae,negatif
kelolah sumberdaya alam indonesia jangan suruh negara,negatif
motor sya mati stater idup lgi trs kya abis bensin gtu,negatif
ancurrr prabowo ngerti kaga,negatif
bang ucap brebet mu salah,netral
mbrebet bang bukan mbrebet,netral
motor ku kenna,negatif
terima kasih bahlil berkat bengkel ramai busi laris jual,negatif
